disrict,client_id,client_catg,region,creation_date,label
62,train_Client_10684,11,310,07/09/2001,0
62,train_Client_106840,11,301,23/02/2018,0
69,train_Client_106841,11,104,16/01/2014,0
60,train_Client_106842,11,101,09/10/2017,0
63,train_Client_106843,11,379,24/09/2008,0
63,train_Client_106844,11,311,19/04/2007,0
62,train_Client_106845,51,303,21/06/2018,0
69,train_Client_106846,11,104,20/12/2008,0
62,train_Client_106847,11,302,01/01/1998,0
62,train_Client_106848,11,307,25/10/2017,0
62,train_Client_106849,11,302,29/03/1980,1
69,train_Client_10685,11,107,31/01/2002,0
62,train_Client_106850,11,307,21/01/2014,0
63,train_Client_106851,11,311,06/05/1994,0
62,train_Client_106852,11,302,02/12/2013,0
62,train_Client_106853,11,309,27/07/2010,0
63,train_Client_106854,12,311,24/12/1986,0
60,train_Client_106855,11,101,26/10/2017,0
62,train_Client_106856,11,309,30/09/1983,0
62,train_Client_106857,11,309,12/10/2015,0
60,train_Client_106858,11,101,25/10/1996,0
69,train_Client_106859,11,107,11/07/1979,0
63,train_Client_10686,11,311,20/06/2013,0
63,train_Client_106860,11,306,26/03/1986,0
60,train_Client_106861,11,101,07/12/2005,0
60,train_Client_106862,11,101,30/04/1980,0
60,train_Client_106863,11,101,22/04/1993,0
62,train_Client_106864,11,371,10/09/2012,0
62,train_Client_106865,11,305,21/04/1997,0
69,train_Client_106866,11,105,15/03/1999,0
62,train_Client_106867,11,310,31/12/1990,0
62,train_Client_106868,51,309,20/09/2011,0
63,train_Client_106869,11,311,21/05/2018,0
60,train_Client_10687,11,101,01/10/2010,0
63,train_Client_106870,11,311,11/04/1988,0
60,train_Client_106871,11,101,16/02/2008,0
69,train_Client_106872,11,106,26/10/2006,0
62,train_Client_106873,11,310,31/12/1996,0
69,train_Client_106874,11,103,26/04/2011,0
62,train_Client_106875,11,305,18/12/2007,0
69,train_Client_106876,11,104,04/09/1992,0
60,train_Client_106877,11,101,26/12/2007,0
62,train_Client_106878,11,301,31/07/2003,0
62,train_Client_106879,11,303,20/02/2002,1
62,train_Client_10688,11,303,30/11/1999,0
60,train_Client_106880,11,101,02/12/2003,0
62,train_Client_106881,11,307,21/09/2011,0
69,train_Client_106882,11,104,10/09/1986,0
62,train_Client_106883,11,301,07/06/1983,0
62,train_Client_106884,11,304,25/12/1987,0
69,train_Client_106885,51,104,21/11/1981,1
63,train_Client_106886,11,101,09/05/2008,0
60,train_Client_106887,11,101,07/04/1981,0
63,train_Client_106888,11,311,28/09/2011,0
60,train_Client_106889,11,101,14/11/1997,0
69,train_Client_10689,11,103,30/09/2003,0
63,train_Client_106890,11,311,27/03/1990,0
60,train_Client_106891,11,101,09/03/2012,0
62,train_Client_106892,11,303,24/04/2000,0
63,train_Client_106893,11,311,13/12/1989,0
63,train_Client_106894,11,379,14/10/1988,0
62,train_Client_106895,51,301,25/09/1992,1
63,train_Client_106896,11,306,03/09/2018,0
60,train_Client_106897,11,101,12/11/2010,0
62,train_Client_106898,11,303,21/06/2004,0
62,train_Client_106899,11,303,25/08/2016,0
69,train_Client_1069,11,107,14/05/2013,0
62,train_Client_10690,11,303,01/10/1982,0
69,train_Client_106900,11,103,21/12/2016,0
69,train_Client_106901,11,104,02/05/2007,0
63,train_Client_106902,11,313,29/05/2000,0
69,train_Client_106903,11,103,14/11/2000,0
63,train_Client_106904,11,379,25/09/2010,0
69,train_Client_106905,11,104,28/01/2013,1
62,train_Client_106906,11,303,26/12/2000,0
60,train_Client_106907,11,101,17/09/2012,0
69,train_Client_106908,11,107,13/09/2008,0
60,train_Client_106909,11,101,25/02/1983,0
69,train_Client_10691,11,104,05/05/2014,0
62,train_Client_106910,11,303,21/12/1977,0
69,train_Client_106911,11,104,28/01/1985,0
60,train_Client_106912,11,101,20/12/2013,0
62,train_Client_106913,11,305,23/11/2010,0
69,train_Client_106914,11,103,29/11/2011,0
62,train_Client_106915,11,309,09/07/1985,0
69,train_Client_106916,11,107,15/09/2017,0
62,train_Client_106917,11,309,10/12/1985,0
69,train_Client_106918,11,104,07/06/1994,0
62,train_Client_106919,11,304,28/02/2007,0
69,train_Client_10692,11,103,13/03/2014,0
60,train_Client_106920,11,101,11/04/1997,0
63,train_Client_106921,11,306,30/06/1994,0
60,train_Client_106922,51,101,24/03/2009,0
63,train_Client_106923,11,313,14/10/1988,0
60,train_Client_106924,11,101,18/10/2010,0
62,train_Client_106925,11,310,02/08/2016,0
60,train_Client_106926,51,101,13/11/1986,0
63,train_Client_106927,11,306,11/10/2010,0
69,train_Client_106928,11,103,20/11/2017,0
62,train_Client_106929,12,371,31/10/1985,0
69,train_Client_10693,11,103,28/11/2011,0
62,train_Client_106930,11,303,22/09/2012,0
69,train_Client_106931,11,103,16/12/2015,0
60,train_Client_106932,11,101,15/12/1995,0
69,train_Client_106933,11,103,13/09/2012,0
63,train_Client_106934,11,311,20/11/1997,0
69,train_Client_106935,11,104,28/09/1992,0
60,train_Client_106936,11,101,08/01/2018,0
69,train_Client_106937,11,104,29/04/2004,1
69,train_Client_106938,11,107,17/11/2008,0
69,train_Client_106939,11,104,19/11/1980,0
60,train_Client_10694,11,101,23/11/2012,0
63,train_Client_106940,11,312,07/03/2014,0
62,train_Client_106941,11,303,21/09/2011,0
62,train_Client_106942,11,310,30/12/1998,0
62,train_Client_106943,11,304,03/11/2009,0
60,train_Client_106944,11,101,21/12/1977,0
60,train_Client_106945,11,101,06/02/2018,0
60,train_Client_106946,11,101,14/11/2003,0
62,train_Client_106947,11,303,02/06/2008,0
60,train_Client_106948,11,101,04/11/1997,0
62,train_Client_106949,11,302,16/08/2018,0
63,train_Client_10695,11,312,30/12/1997,0
60,train_Client_106950,11,101,12/11/2007,0
69,train_Client_106951,11,104,28/09/2006,0
62,train_Client_106952,11,301,30/05/1988,0
60,train_Client_106953,11,101,02/06/1989,0
60,train_Client_106954,11,101,19/12/2000,0
62,train_Client_106955,11,301,09/05/1985,0
69,train_Client_106956,11,104,16/12/2015,0
62,train_Client_106957,11,310,14/08/2014,0
63,train_Client_106958,11,312,21/06/2010,0
60,train_Client_106959,11,101,25/09/2009,0
62,train_Client_10696,11,302,27/11/2006,0
63,train_Client_106960,11,311,20/04/2018,0
62,train_Client_106961,11,307,20/07/1989,0
63,train_Client_106962,11,311,09/11/2015,0
69,train_Client_106963,11,107,15/12/1999,0
69,train_Client_106964,11,103,07/01/2008,0
62,train_Client_106965,11,307,04/03/2017,0
63,train_Client_106966,11,311,15/12/1989,0
60,train_Client_106967,11,101,13/11/2008,0
63,train_Client_106968,11,311,12/03/2009,0
62,train_Client_106969,11,304,15/01/2019,0
60,train_Client_10697,11,101,14/01/1985,0
63,train_Client_106970,11,311,28/08/2013,0
63,train_Client_106971,11,311,16/05/2000,0
62,train_Client_106972,11,310,28/06/1988,0
63,train_Client_106973,12,311,19/03/2012,0
60,train_Client_106974,11,101,16/03/1978,0
62,train_Client_106975,11,301,20/09/1990,0
63,train_Client_106976,11,311,20/11/1997,0
69,train_Client_106977,11,103,11/05/2009,0
69,train_Client_106978,11,103,23/09/2005,0
62,train_Client_106979,11,303,08/08/1981,0
63,train_Client_10698,11,311,26/09/1989,0
60,train_Client_106980,11,101,04/09/2000,0
62,train_Client_106981,11,304,05/03/1980,0
60,train_Client_106982,11,101,07/09/2001,0
60,train_Client_106983,11,101,29/03/1978,1
60,train_Client_106984,11,101,06/08/1998,0
60,train_Client_106985,11,101,08/02/2019,0
60,train_Client_106986,11,101,16/11/1981,1
63,train_Client_106987,11,311,10/01/2015,0
60,train_Client_106988,11,101,25/11/2010,0
69,train_Client_106989,11,103,02/04/2008,0
63,train_Client_10699,11,313,24/12/2009,0
60,train_Client_106990,11,101,02/09/2015,0
69,train_Client_106991,11,103,06/07/2007,0
63,train_Client_106992,11,312,31/12/1998,0
60,train_Client_106993,11,101,18/10/2012,0
62,train_Client_106994,11,301,08/03/2010,0
60,train_Client_106995,12,101,29/12/1991,0
63,train_Client_106996,11,311,30/10/2001,0
69,train_Client_106997,12,104,19/09/2005,0
63,train_Client_106998,11,306,16/03/2004,0
62,train_Client_106999,11,310,07/11/1989,0
69,train_Client_107,11,107,18/11/2002,0
69,train_Client_1070,51,103,27/05/1993,0
69,train_Client_10700,11,104,28/05/1993,0
60,train_Client_107000,11,101,02/02/2015,0
62,train_Client_107001,11,303,13/06/1988,0
62,train_Client_107002,11,309,23/06/2010,0
62,train_Client_107003,11,303,09/06/2000,0
62,train_Client_107004,11,301,17/11/2005,0
63,train_Client_107005,11,311,12/05/2017,0
69,train_Client_107006,11,104,11/11/2009,0
62,train_Client_107007,11,301,08/11/2012,0
62,train_Client_107008,11,302,10/05/2014,0
69,train_Client_107009,11,104,25/04/2007,0
60,train_Client_10701,11,101,31/07/1985,0
60,train_Client_107010,11,101,18/01/2018,0
60,train_Client_107011,11,101,15/01/2008,0
69,train_Client_107012,11,103,16/10/2012,1
62,train_Client_107013,11,302,27/09/1995,0
60,train_Client_107014,11,101,12/11/1985,0
62,train_Client_107015,11,303,16/12/2010,0
69,train_Client_107016,11,104,11/05/1978,0
62,train_Client_107017,11,303,21/10/2010,0
69,train_Client_107018,11,104,16/06/2015,0
63,train_Client_107019,11,379,08/08/1981,0
60,train_Client_10702,11,101,09/12/1978,0
60,train_Client_107020,11,101,05/06/2001,0
62,train_Client_107021,11,302,02/08/2018,0
60,train_Client_107022,11,101,07/06/2019,0
69,train_Client_107023,11,103,21/06/2008,0
60,train_Client_107024,11,101,15/12/2017,0
60,train_Client_107025,11,101,10/09/2008,0
60,train_Client_107026,11,101,26/06/2002,0
69,train_Client_107027,11,103,19/03/2014,0
69,train_Client_107028,11,104,29/09/1993,0
69,train_Client_107029,11,104,07/01/2008,0
69,train_Client_10703,11,103,19/12/2008,0
69,train_Client_107030,11,105,08/02/1989,0
62,train_Client_107031,11,304,17/02/2015,0
60,train_Client_107032,11,101,27/02/2009,0
60,train_Client_107033,11,101,20/10/1981,0
62,train_Client_107034,12,303,21/05/2002,0
63,train_Client_107035,11,312,19/12/1983,0
60,train_Client_107036,11,101,14/06/2011,0
62,train_Client_107037,11,304,30/12/2002,0
62,train_Client_107038,11,303,03/11/2009,0
62,train_Client_107039,11,307,20/11/2000,0
63,train_Client_10704,11,308,11/09/2014,0
69,train_Client_107040,11,103,20/12/2018,0
69,train_Client_107041,11,103,10/01/2007,0
60,train_Client_107042,11,101,20/12/1993,0
62,train_Client_107043,11,307,27/01/2018,0
62,train_Client_107044,11,303,13/11/1980,0
63,train_Client_107045,11,306,23/09/1994,0
69,train_Client_107046,11,107,02/12/2013,0
62,train_Client_107047,11,304,24/03/1987,0
63,train_Client_107048,11,312,30/08/2002,0
60,train_Client_107049,11,101,03/04/2008,0
69,train_Client_10705,11,107,23/10/1989,0
69,train_Client_107050,11,104,26/12/2011,0
62,train_Client_107051,11,310,21/05/1987,0
60,train_Client_107052,11,101,19/09/2011,0
62,train_Client_107053,11,304,26/12/2000,0
62,train_Client_107054,11,309,20/09/1989,0
69,train_Client_107055,11,104,30/04/2014,0
60,train_Client_107056,11,101,05/12/2008,0
69,train_Client_107057,11,107,18/12/1995,0
69,train_Client_107058,11,103,22/11/2012,0
63,train_Client_107059,11,312,16/10/2014,0
69,train_Client_10706,11,107,11/04/2018,0
69,train_Client_107060,11,107,09/06/1980,0
62,train_Client_107061,11,302,30/01/2015,0
63,train_Client_107062,11,311,25/05/2000,0
60,train_Client_107063,11,101,25/12/1980,0
69,train_Client_107064,11,107,13/10/2012,0
63,train_Client_107065,11,311,18/11/2013,0
60,train_Client_107066,11,101,18/11/2017,1
60,train_Client_107067,11,101,16/06/2006,0
60,train_Client_107068,11,101,28/09/2005,0
63,train_Client_107069,11,306,27/11/2013,0
62,train_Client_10707,11,302,27/02/1989,0
62,train_Client_107070,11,303,07/06/1989,0
60,train_Client_107071,11,101,06/06/2000,0
60,train_Client_107072,11,101,30/08/1989,0
62,train_Client_107073,11,307,03/12/1982,1
62,train_Client_107074,11,310,23/09/2011,0
69,train_Client_107075,11,103,30/08/2001,0
62,train_Client_107076,11,301,09/12/1996,0
60,train_Client_107077,11,101,22/06/1981,0
69,train_Client_107078,11,104,23/11/2009,0
69,train_Client_107079,11,106,10/09/1981,0
63,train_Client_10708,11,306,11/12/1980,0
69,train_Client_107080,11,104,03/03/2015,0
63,train_Client_107081,11,312,02/06/2014,0
63,train_Client_107082,11,313,03/05/1991,0
62,train_Client_107083,11,303,07/09/1977,0
69,train_Client_107084,11,103,06/04/2007,0
69,train_Client_107085,11,107,13/06/2006,0
60,train_Client_107086,11,101,04/10/1999,0
60,train_Client_107087,11,101,24/02/2015,0
62,train_Client_107088,12,303,25/12/1996,0
63,train_Client_107089,11,306,31/12/1985,0
60,train_Client_10709,11,101,01/08/2000,0
62,train_Client_107090,11,301,06/10/1982,0
63,train_Client_107091,51,311,14/04/2015,0
63,train_Client_107092,11,312,15/07/1992,0
62,train_Client_107093,11,301,03/04/2018,0
69,train_Client_107094,11,104,26/12/2016,1
60,train_Client_107095,11,101,18/10/2007,0
69,train_Client_107096,11,107,01/12/1994,0
62,train_Client_107097,11,301,15/12/1993,0
62,train_Client_107098,11,310,07/03/2017,0
60,train_Client_107099,11,101,22/12/2016,0
62,train_Client_1071,11,303,26/02/2009,0
60,train_Client_10710,11,101,13/12/1994,0
69,train_Client_107100,11,103,02/12/2010,1
62,train_Client_107101,11,301,31/10/1984,0
62,train_Client_107102,11,302,21/07/1980,0
62,train_Client_107103,11,307,29/03/1980,0
69,train_Client_107104,11,103,29/08/2009,0
60,train_Client_107105,11,101,18/04/1986,1
62,train_Client_107106,11,301,24/11/2010,0
60,train_Client_107107,11,101,26/12/1994,0
60,train_Client_107108,11,101,26/05/1979,0
60,train_Client_107109,11,101,16/07/2001,0
69,train_Client_10711,11,103,11/10/2012,0
60,train_Client_107110,11,101,19/11/2014,0
69,train_Client_107111,11,103,07/09/2011,0
63,train_Client_107112,11,312,30/12/2002,0
62,train_Client_107113,11,301,14/02/1983,0
69,train_Client_107114,11,107,20/11/2015,0
63,train_Client_107115,11,306,28/05/2012,0
62,train_Client_107116,11,305,25/12/2013,0
62,train_Client_107117,11,309,11/06/2001,0
60,train_Client_107118,11,101,22/10/1999,0
63,train_Client_107119,11,311,08/02/2002,0
69,train_Client_10712,11,106,31/12/1987,0
60,train_Client_107120,11,101,15/05/1979,0
69,train_Client_107121,11,103,19/09/2014,0
60,train_Client_107122,11,101,14/12/1987,0
60,train_Client_107123,12,101,30/09/2011,0
60,train_Client_107124,11,101,20/06/2000,0
60,train_Client_107125,11,101,25/12/2014,0
69,train_Client_107126,11,107,09/05/2017,0
69,train_Client_107127,11,107,30/05/1978,0
62,train_Client_107128,11,301,21/04/1981,0
63,train_Client_107129,11,312,11/12/2017,0
60,train_Client_10713,11,101,02/03/2004,0
62,train_Client_107130,11,301,30/08/2017,0
63,train_Client_107131,11,306,25/12/2000,0
69,train_Client_107132,11,107,08/12/2015,0
62,train_Client_107133,11,303,14/10/2002,0
63,train_Client_107134,11,306,26/12/2002,0
62,train_Client_107135,11,301,09/01/1985,0
69,train_Client_107136,11,104,07/08/2012,0
62,train_Client_107137,11,305,23/05/2011,0
63,train_Client_107138,11,311,12/05/2012,0
63,train_Client_107139,11,379,28/02/2019,0
60,train_Client_10714,11,101,22/06/2011,0
62,train_Client_107140,11,303,16/03/2018,0
69,train_Client_107141,11,104,11/08/2011,0
69,train_Client_107142,11,104,23/08/1980,0
69,train_Client_107143,11,107,05/12/2006,0
62,train_Client_107144,11,371,14/01/2008,0
69,train_Client_107145,11,107,19/09/2011,1
60,train_Client_107146,11,101,14/03/2017,0
69,train_Client_107147,11,107,26/03/2007,0
60,train_Client_107148,11,101,19/04/1980,0
60,train_Client_107149,11,101,11/06/2002,0
60,train_Client_10715,11,101,24/03/1995,0
60,train_Client_107150,11,101,22/10/2013,0
63,train_Client_107151,11,312,20/11/1997,0
62,train_Client_107152,11,305,09/10/2012,0
60,train_Client_107153,11,101,21/02/2017,0
62,train_Client_107154,11,303,02/07/2012,0
62,train_Client_107155,11,301,31/12/1994,0
60,train_Client_107156,11,101,29/12/2017,0
62,train_Client_107157,11,301,05/10/1982,0
60,train_Client_107158,11,101,28/07/2003,0
60,train_Client_107159,11,101,28/09/1990,0
62,train_Client_10716,11,301,03/02/2015,0
63,train_Client_107160,11,101,09/11/1992,0
62,train_Client_107161,11,301,29/04/2013,0
63,train_Client_107162,11,311,03/12/2013,0
62,train_Client_107163,11,305,24/04/2000,0
63,train_Client_107164,11,311,27/05/2005,0
62,train_Client_107165,11,307,16/09/1987,0
63,train_Client_107166,11,311,06/09/1990,0
62,train_Client_107167,11,301,01/01/1997,0
60,train_Client_107168,11,101,12/03/2009,0
63,train_Client_107169,11,312,20/08/2008,0
62,train_Client_10717,11,304,28/07/1989,0
69,train_Client_107170,11,104,28/03/2018,0
60,train_Client_107171,11,101,31/10/1985,0
63,train_Client_107172,11,312,22/08/2001,0
69,train_Client_107173,11,104,07/01/2008,0
60,train_Client_107174,51,101,02/12/2009,0
62,train_Client_107175,11,304,04/11/1991,0
62,train_Client_107176,11,310,07/07/2011,0
62,train_Client_107177,11,310,06/05/1981,0
69,train_Client_107178,11,103,22/04/1999,0
60,train_Client_107179,11,101,31/12/1994,0
60,train_Client_10718,11,101,28/05/1979,0
62,train_Client_107180,11,305,30/06/2003,0
60,train_Client_107181,11,101,07/04/2000,0
62,train_Client_107182,11,301,26/02/2018,0
62,train_Client_107183,11,310,28/01/2010,0
69,train_Client_107184,11,104,22/04/2009,0
63,train_Client_107185,11,311,12/02/2016,0
62,train_Client_107186,11,307,15/02/2019,0
62,train_Client_107187,11,309,12/12/2000,0
69,train_Client_107188,11,107,28/05/2011,0
62,train_Client_107189,11,303,05/02/2007,1
62,train_Client_10719,11,309,09/04/2009,0
69,train_Client_107190,11,104,29/12/1977,0
63,train_Client_107191,11,312,31/12/1985,0
60,train_Client_107192,11,101,16/02/1994,0
62,train_Client_107193,11,305,15/11/2011,0
69,train_Client_107194,51,106,31/01/1984,0
69,train_Client_107195,11,104,14/09/2006,0
69,train_Client_107196,11,107,06/11/1986,0
63,train_Client_107197,11,312,26/03/2015,0
69,train_Client_107198,11,107,17/02/2007,0
62,train_Client_107199,11,309,31/03/1993,0
69,train_Client_1072,11,104,23/04/1981,0
62,train_Client_10720,11,302,08/12/1994,0
60,train_Client_107200,11,101,25/04/2017,0
63,train_Client_107201,11,311,10/07/2014,0
62,train_Client_107202,11,301,10/06/2011,0
63,train_Client_107203,11,306,28/10/2010,0
69,train_Client_107204,11,104,21/05/1998,0
60,train_Client_107205,11,101,02/12/1993,0
69,train_Client_107206,51,103,04/12/2009,0
62,train_Client_107207,11,302,20/05/1980,0
60,train_Client_107208,11,101,14/05/1979,0
62,train_Client_107209,11,301,22/03/1979,0
63,train_Client_10721,11,313,18/08/2010,0
60,train_Client_107210,11,101,22/01/2002,0
69,train_Client_107211,11,104,26/06/2009,0
62,train_Client_107212,11,310,30/11/2011,0
60,train_Client_107213,11,101,20/08/1984,0
63,train_Client_107214,11,312,04/05/2010,0
60,train_Client_107215,11,101,16/07/2002,0
69,train_Client_107216,11,107,30/09/1992,0
62,train_Client_107217,11,310,05/09/2012,0
62,train_Client_107218,11,305,30/04/2003,0
62,train_Client_107219,11,309,24/08/2007,0
69,train_Client_10722,11,105,16/12/2008,0
63,train_Client_107220,11,306,28/09/2005,1
63,train_Client_107221,11,308,03/10/1981,0
62,train_Client_107222,11,303,25/05/2016,0
69,train_Client_107223,11,104,20/09/2007,0
62,train_Client_107224,11,301,26/06/1984,0
63,train_Client_107225,11,312,16/06/1995,0
69,train_Client_107226,11,104,09/10/2000,0
62,train_Client_107227,11,301,18/11/1983,0
60,train_Client_107228,11,101,17/11/2014,0
60,train_Client_107229,11,101,07/03/2016,0
69,train_Client_10723,11,104,11/06/1997,0
60,train_Client_107230,11,101,14/08/2010,0
63,train_Client_107231,11,313,22/12/1987,1
62,train_Client_107232,11,302,24/10/2013,0
63,train_Client_107233,11,312,30/10/2001,1
69,train_Client_107234,11,104,12/03/1977,0
69,train_Client_107235,11,103,28/11/2011,0
62,train_Client_107236,11,301,22/09/1995,0
62,train_Client_107237,11,307,18/05/2011,0
60,train_Client_107238,11,101,11/01/2013,0
62,train_Client_107239,11,371,12/04/2005,0
60,train_Client_10724,11,101,08/10/2004,0
69,train_Client_107240,11,103,28/11/2018,0
60,train_Client_107241,11,101,08/04/2010,0
60,train_Client_107242,11,101,27/10/1980,0
60,train_Client_107243,11,101,31/08/2016,0
69,train_Client_107244,11,105,12/04/1989,0
62,train_Client_107245,11,302,14/06/2012,0
60,train_Client_107246,11,101,14/10/1980,0
69,train_Client_107247,11,104,18/05/2012,0
63,train_Client_107248,11,306,12/05/2009,0
60,train_Client_107249,11,101,23/02/2007,0
69,train_Client_10725,11,107,15/12/2008,0
62,train_Client_107250,11,301,11/06/2010,0
69,train_Client_107251,12,103,10/04/2013,0
60,train_Client_107252,11,101,15/12/1986,0
63,train_Client_107253,11,101,13/12/2002,0
69,train_Client_107254,11,104,02/08/2016,0
60,train_Client_107255,11,101,25/12/2002,0
60,train_Client_107256,11,101,01/04/1981,0
69,train_Client_107257,11,103,27/01/2006,0
62,train_Client_107258,11,309,22/11/2018,0
60,train_Client_107259,11,101,18/04/2007,0
62,train_Client_10726,11,371,27/02/2007,0
60,train_Client_107260,11,101,08/11/2004,0
69,train_Client_107261,11,107,21/05/2003,0
69,train_Client_107262,11,107,22/07/2011,0
60,train_Client_107263,11,101,08/03/2002,0
62,train_Client_107264,11,309,31/08/2001,0
62,train_Client_107265,11,302,21/11/2018,0
60,train_Client_107266,11,101,02/10/2012,0
60,train_Client_107267,11,101,14/08/1979,0
63,train_Client_107268,11,311,18/09/1997,0
62,train_Client_107269,11,301,30/06/2006,0
69,train_Client_10727,11,107,31/10/2006,1
69,train_Client_107270,11,103,25/09/2010,0
60,train_Client_107271,11,101,18/09/2000,0
63,train_Client_107272,11,101,28/03/1988,0
69,train_Client_107273,11,103,31/12/2014,0
62,train_Client_107274,11,302,12/03/1980,0
63,train_Client_107275,11,311,10/10/2015,0
60,train_Client_107276,11,101,22/01/2019,0
63,train_Client_107277,11,306,31/12/2004,0
60,train_Client_107278,11,101,14/06/2013,1
60,train_Client_107279,11,101,25/12/1980,0
62,train_Client_10728,11,307,04/07/1978,0
69,train_Client_107280,51,104,02/10/2003,0
62,train_Client_107281,11,371,25/04/1997,0
60,train_Client_107282,11,101,17/02/1988,0
69,train_Client_107283,11,106,25/05/2001,0
62,train_Client_107284,11,302,17/12/2018,0
69,train_Client_107285,12,104,01/10/2010,0
60,train_Client_107286,11,101,06/02/2009,0
62,train_Client_107287,11,310,16/05/2007,0
62,train_Client_107288,11,303,13/03/2002,1
62,train_Client_107289,11,302,04/08/1978,0
62,train_Client_10729,11,371,31/12/1990,0
62,train_Client_107290,11,303,23/04/2015,0
62,train_Client_107291,11,304,27/02/2016,0
62,train_Client_107292,11,304,30/12/1998,0
60,train_Client_107293,11,101,20/07/2000,0
63,train_Client_107294,11,311,21/08/1989,0
62,train_Client_107295,11,301,13/10/2005,0
63,train_Client_107296,11,101,15/04/1996,0
69,train_Client_107297,11,107,01/04/2008,0
63,train_Client_107298,11,306,25/06/2002,0
62,train_Client_107299,11,301,14/04/1995,0
62,train_Client_1073,11,305,29/05/2000,0
63,train_Client_10730,11,311,12/06/2018,0
62,train_Client_107300,11,302,08/09/1988,1
62,train_Client_107301,11,303,22/03/1979,0
62,train_Client_107302,11,301,06/02/2003,0
62,train_Client_107303,11,304,24/05/1980,0
69,train_Client_107304,11,104,26/10/2013,0
63,train_Client_107305,11,313,20/05/2014,0
62,train_Client_107306,11,301,04/02/1985,0
63,train_Client_107307,11,311,30/07/2004,0
62,train_Client_107308,11,301,04/04/2013,0
60,train_Client_107309,11,101,24/08/2009,0
69,train_Client_10731,11,104,22/02/1993,0
69,train_Client_107310,11,104,08/01/2007,0
63,train_Client_107311,11,311,11/05/1999,0
62,train_Client_107312,12,303,18/08/2011,0
60,train_Client_107313,11,101,13/04/2010,0
62,train_Client_107314,11,303,22/11/2016,0
62,train_Client_107315,11,301,26/02/2007,0
63,train_Client_107316,12,311,21/03/2017,0
62,train_Client_107317,11,310,22/05/2008,0
69,train_Client_107318,11,107,08/03/2016,0
62,train_Client_107319,11,309,10/12/1985,0
63,train_Client_10732,11,311,09/03/2017,0
60,train_Client_107320,11,101,26/01/1980,0
63,train_Client_107321,11,306,04/02/2016,0
69,train_Client_107322,11,103,15/07/2011,0
60,train_Client_107323,11,101,16/05/2017,0
60,train_Client_107324,11,101,22/03/2016,0
69,train_Client_107325,11,107,15/04/2015,0
69,train_Client_107326,11,103,29/09/1993,0
69,train_Client_107327,11,104,28/04/2014,0
69,train_Client_107328,11,107,02/12/2014,0
60,train_Client_107329,11,101,17/11/2006,0
63,train_Client_10733,11,306,30/07/2002,0
63,train_Client_107330,11,306,17/09/2018,0
62,train_Client_107331,11,305,17/03/1981,0
62,train_Client_107332,11,301,02/02/1978,0
69,train_Client_107333,11,107,25/11/1996,1
69,train_Client_107334,11,107,07/05/1993,0
60,train_Client_107335,11,101,14/12/2017,0
69,train_Client_107336,11,103,24/11/2018,0
62,train_Client_107337,11,301,19/09/2007,0
63,train_Client_107338,12,311,30/08/2014,0
62,train_Client_107339,11,310,15/05/2006,0
62,train_Client_10734,11,301,06/05/2014,0
60,train_Client_107340,11,101,27/12/2003,0
69,train_Client_107341,11,104,12/05/1998,0
60,train_Client_107342,11,101,08/06/2012,0
60,train_Client_107343,11,101,20/12/2000,0
69,train_Client_107344,11,104,16/12/2016,0
69,train_Client_107345,11,104,09/05/1981,0
69,train_Client_107346,11,103,07/01/2008,0
62,train_Client_107347,11,301,25/06/1993,0
60,train_Client_107348,11,101,02/02/2010,0
60,train_Client_107349,11,101,21/12/2015,0
69,train_Client_10735,11,107,25/06/1991,0
63,train_Client_107350,11,306,26/11/2013,0
62,train_Client_107351,11,302,26/09/2011,0
69,train_Client_107352,11,103,16/06/2014,0
60,train_Client_107353,11,101,23/01/1978,0
69,train_Client_107354,11,107,27/08/1980,0
60,train_Client_107355,11,101,08/06/2007,0
63,train_Client_107356,11,306,25/10/1988,0
63,train_Client_107357,11,306,17/12/1992,0
63,train_Client_107358,11,312,22/12/2011,0
69,train_Client_107359,11,107,13/12/1984,0
60,train_Client_10736,12,101,14/07/2009,0
69,train_Client_107360,11,103,07/09/2011,0
62,train_Client_107361,11,371,07/09/1998,0
69,train_Client_107362,11,104,24/05/2007,0
63,train_Client_107363,11,306,05/08/1986,1
63,train_Client_107364,11,311,27/09/2016,0
69,train_Client_107365,11,104,14/10/1980,1
62,train_Client_107366,11,310,17/06/2017,0
62,train_Client_107367,11,303,02/11/2006,0
69,train_Client_107368,11,104,30/01/2014,0
63,train_Client_107369,11,311,27/11/2013,0
62,train_Client_10737,11,305,19/10/1993,1
60,train_Client_107370,11,101,23/05/1994,0
63,train_Client_107371,12,312,10/12/2014,0
60,train_Client_107372,11,101,21/01/2009,0
60,train_Client_107373,11,101,24/05/1985,0
62,train_Client_107374,11,310,17/04/2007,0
69,train_Client_107375,11,103,28/10/2013,0
62,train_Client_107376,11,307,10/04/1986,0
69,train_Client_107377,11,107,02/10/1996,0
60,train_Client_107378,11,101,09/11/1988,0
62,train_Client_107379,11,303,27/09/2010,0
69,train_Client_10738,11,103,12/08/2002,1
62,train_Client_107380,11,310,20/04/2017,0
62,train_Client_107381,11,303,14/12/1998,0
63,train_Client_107382,11,306,15/06/2009,0
62,train_Client_107383,11,305,13/10/1980,0
69,train_Client_107384,11,107,21/04/1979,0
69,train_Client_107385,11,103,01/06/2013,0
